date,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,clear,nir,photo_id,grain_type,numpy_file
"2025-01-10,17:59:42",[  194] ,[ 1261] *,[  693] ,[ 1422] *,[ 1516] *,[  962] ,[  616] ,[  391] ,[ 1799] *,[   93] ,20250110_175942_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_175942_foto_normalized.npy
"2025-01-10,17:59:49",[  194] ,[ 1260] *,[  693] ,[ 1422] *,[ 1516] *,[  961] ,[  616] ,[  390] ,[ 1798] *,[   93] ,20250110_175949_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_175949_foto_normalized.npy
"2025-01-10,17:59:56",[  194] ,[ 1260] *,[  692] ,[ 1421] *,[ 1515] *,[  961] ,[  616] ,[  390] ,[ 1799] *,[   93] ,20250110_175956_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_175956_foto_normalized.npy
"2025-01-10,18:00:04",[  194] ,[ 1261] *,[  692] ,[ 1421] *,[ 1514] *,[  960] ,[  616] ,[  390] ,[ 1797] *,[   93] ,20250110_180004_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180004_foto_normalized.npy
"2025-01-10,18:00:11",[  194] ,[ 1259] *,[  693] ,[ 1421] *,[ 1514] *,[  961] ,[  616] ,[  390] ,[ 1797] *,[   93] ,20250110_180011_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180011_foto_normalized.npy
"2025-01-10,18:00:18",[  194] ,[ 1260] *,[  692] ,[ 1422] *,[ 1515] *,[  961] ,[  616] ,[  390] ,[ 1798] *,[   93] ,20250110_180018_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180018_foto_normalized.npy
"2025-01-10,18:00:25",[  194] ,[ 1259] *,[  692] ,[ 1421] *,[ 1514] *,[  960] ,[  616] ,[  390] ,[ 1797] *,[   93] ,20250110_180025_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180025_foto_normalized.npy
"2025-01-10,18:00:33",[  194] ,[ 1259] *,[  692] ,[ 1421] *,[ 1514] *,[  960] ,[  616] ,[  390] ,[ 1798] *,[   93] ,20250110_180033_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180033_foto_normalized.npy
"2025-01-10,18:00:40",[  194] ,[ 1260] *,[  692] ,[ 1421] *,[ 1514] *,[  961] ,[  616] ,[  390] ,[ 1798] *,[   93] ,20250110_180040_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180040_foto_normalized.npy
"2025-01-10,18:00:48",[  193] ,[ 1260] *,[  692] ,[ 1421] *,[ 1515] *,[  961] ,[  616] ,[  390] ,[ 1797] *,[   93] ,20250110_180048_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180048_foto_normalized.npy
"2025-01-10,18:00:56",[  193] ,[ 1259] *,[  692] ,[ 1421] *,[ 1514] *,[  961] ,[  616] ,[  390] ,[ 1797] *,[   93] ,20250110_180056_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180056_foto_normalized.npy
"2025-01-10,18:01:03",[  193] ,[ 1258] *,[  692] ,[ 1419] *,[ 1513] *,[  960] ,[  615] ,[  390] ,[ 1795] *,[   93] ,20250110_180103_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180103_foto_normalized.npy
"2025-01-10,18:01:11",[  193] ,[ 1259] *,[  692] ,[ 1421] *,[ 1514] *,[  960] ,[  615] ,[  390] ,[ 1796] *,[   93] ,20250110_180111_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180111_foto_normalized.npy
"2025-01-10,18:01:18",[  193] ,[ 1259] *,[  692] ,[ 1420] *,[ 1513] *,[  959] ,[  615] ,[  390] ,[ 1794] *,[   93] ,20250110_180118_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180118_foto_normalized.npy
"2025-01-10,18:01:26",[  193] ,[ 1259] *,[  692] ,[ 1420] *,[ 1513] *,[  960] ,[  615] ,[  390] ,[ 1795] *,[   93] ,20250110_180126_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180126_foto_normalized.npy
"2025-01-10,18:01:33",[  193] ,[ 1258] *,[  692] ,[ 1419] *,[ 1513] *,[  960] ,[  615] ,[  390] ,[ 1795] *,[   93] ,20250110_180133_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180133_foto_normalized.npy
"2025-01-10,18:01:40",[  193] ,[ 1259] *,[  692] ,[ 1419] *,[ 1512] *,[  960] ,[  615] ,[  390] ,[ 1795] *,[   93] ,20250110_180140_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180140_foto_normalized.npy
"2025-01-10,18:01:48",[  194] ,[ 1259] *,[  692] ,[ 1420] *,[ 1514] *,[  960] ,[  616] ,[  390] ,[ 1796] *,[   93] ,20250110_180148_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180148_foto_normalized.npy
"2025-01-10,18:01:55",[  193] ,[ 1257] *,[  691] ,[ 1419] *,[ 1512] *,[  959] ,[  615] ,[  390] ,[ 1794] *,[   93] ,20250110_180155_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180155_foto_normalized.npy
"2025-01-10,18:02:03",[  193] ,[ 1258] *,[  692] ,[ 1419] *,[ 1512] *,[  959] ,[  615] ,[  390] ,[ 1794] *,[   93] ,20250110_180203_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180203_foto_normalized.npy
"2025-01-10,18:02:10",[  193] ,[ 1257] *,[  692] ,[ 1419] *,[ 1512] *,[  959] ,[  615] ,[  390] ,[ 1794] *,[   93] ,20250110_180210_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180210_foto_normalized.npy
"2025-01-10,18:02:18",[  193] ,[ 1259] *,[  692] ,[ 1420] *,[ 1513] *,[  960] ,[  615] ,[  390] ,[ 1794] *,[   93] ,20250110_180218_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180218_foto_normalized.npy
"2025-01-10,18:02:25",[  193] ,[ 1258] *,[  692] ,[ 1419] *,[ 1512] *,[  959] ,[  614] ,[  390] ,[ 1793] *,[   92] ,20250110_180225_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180225_foto_normalized.npy
"2025-01-10,18:02:33",[  193] ,[ 1259] *,[  691] ,[ 1418] *,[ 1512] *,[  959] ,[  615] ,[  390] ,[ 1793] *,[   93] ,20250110_180233_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180233_foto_normalized.npy
"2025-01-10,18:02:41",[  193] ,[ 1258] *,[  692] ,[ 1420] *,[ 1513] *,[  960] ,[  615] ,[  390] ,[ 1795] *,[   93] ,20250110_180241_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180241_foto_normalized.npy
"2025-01-10,18:02:48",[  193] ,[ 1259] *,[  692] ,[ 1420] *,[ 1514] *,[  960] ,[  616] ,[  390] ,[ 1795] *,[   93] ,20250110_180248_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180248_foto_normalized.npy
"2025-01-10,18:02:57",[  193] ,[ 1258] *,[  692] ,[ 1419] *,[ 1512] *,[  960] ,[  615] ,[  390] ,[ 1793] *,[   93] ,20250110_180257_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180257_foto_normalized.npy
"2025-01-10,18:03:04",[  193] ,[ 1259] *,[  691] ,[ 1419] *,[ 1512] *,[  960] ,[  615] ,[  390] ,[ 1793] *,[   93] ,20250110_180304_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180304_foto_normalized.npy
"2025-01-10,18:03:25",[  193] ,[ 1259] *,[  692] ,[ 1420] *,[ 1513] *,[  960] ,[  615] ,[  390] ,[ 1794] *,[   93] ,20250110_180325_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180325_foto_normalized.npy
"2025-01-10,18:03:38",[  193] ,[ 1259] *,[  691] ,[ 1420] *,[ 1513] *,[  960] ,[  616] ,[  390] ,[ 1794] *,[   93] ,20250110_180338_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180338_foto_normalized.npy
"2025-01-10,18:03:50",[  193] ,[ 1258] *,[  692] ,[ 1419] *,[ 1513] *,[  960] ,[  615] ,[  390] ,[ 1794] *,[   93] ,20250110_180350_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180350_foto_normalized.npy
"2025-01-10,18:04:05",[  194] ,[ 1261] *,[  693] ,[ 1422] *,[ 1515] *,[  961] ,[  616] ,[  390] ,[ 1796] *,[   93] ,20250110_180405_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180405_foto_normalized.npy
"2025-01-10,18:04:18",[  187] ,[ 1202] *,[  671] ,[ 1375] *,[ 1468] *,[  916] ,[  592] ,[  377] ,[ 1853] *,[   96] ,20250110_180418_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180418_foto_normalized.npy
"2025-01-10,18:04:28",[  175] ,[ 1038] *,[  599] ,[ 1242] *,[ 1333] *,[  791] ,[  525] ,[  339] ,[ 2000] **,[  102] ,20250110_180428_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180428_foto_normalized.npy
"2025-01-10,18:04:45",[  176] ,[ 1039] *,[  600] ,[ 1242] *,[ 1333] *,[  791] ,[  525] ,[  339] ,[ 2001] **,[  102] ,20250110_180445_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180445_foto_normalized.npy
"2025-01-10,18:04:59",[  175] ,[ 1038] *,[  600] ,[ 1241] *,[ 1332] *,[  790] ,[  525] ,[  339] ,[ 1999] *,[  102] ,20250110_180459_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180459_foto_normalized.npy
"2025-01-10,18:05:14",[  175] ,[ 1037] *,[  599] ,[ 1240] *,[ 1332] *,[  790] ,[  525] ,[  339] ,[ 2000] **,[  102] ,20250110_180514_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180514_foto_normalized.npy
"2025-01-10,18:05:26",[  176] ,[ 1039] *,[  600] ,[ 1241] *,[ 1333] *,[  791] ,[  525] ,[  339] ,[ 2002] **,[  102] ,20250110_180526_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180526_foto_normalized.npy
"2025-01-10,18:05:39",[  178] ,[ 1095] *,[  627] ,[ 1288] *,[ 1381] *,[  835] ,[  549] ,[  352] ,[ 1953] *,[  100] ,20250110_180539_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180539_foto_normalized.npy
"2025-01-10,18:05:51",[  178] ,[ 1093] *,[  626] ,[ 1287] *,[ 1378] *,[  833] ,[  548] ,[  352] ,[ 1955] *,[  100] ,20250110_180551_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180551_foto_normalized.npy
"2025-01-10,18:06:04",[  187] ,[ 1200] *,[  671] ,[ 1372] *,[ 1465] *,[  915] ,[  592] ,[  377] ,[ 1853] *,[   95] ,20250110_180604_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180604_foto_normalized.npy
"2025-01-10,18:06:17",[  185] ,[ 1180] *,[  663] ,[ 1356] *,[ 1449] *,[  899] ,[  583] ,[  372] ,[ 1873] *,[   96] ,20250110_180617_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180617_foto_normalized.npy
"2025-01-10,18:06:31",[  176] ,[ 1039] *,[  600] ,[ 1241] *,[ 1333] *,[  789] ,[  525] ,[  339] ,[ 1999] *,[  102] ,20250110_180631_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180631_foto_normalized.npy
"2025-01-10,18:06:45",[  176] ,[ 1038] *,[  600] ,[ 1241] *,[ 1332] *,[  790] ,[  525] ,[  339] ,[ 2000] **,[  102] ,20250110_180645_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180645_foto_normalized.npy
"2025-01-10,18:06:58",[  176] ,[ 1039] *,[  601] ,[ 1242] *,[ 1334] *,[  791] ,[  525] ,[  339] ,[ 2002] **,[  102] ,20250110_180658_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180658_foto_normalized.npy
"2025-01-10,18:07:12",[  176] ,[ 1039] *,[  601] ,[ 1243] *,[ 1335] *,[  793] ,[  526] ,[  339] ,[ 2005] **,[  102] ,20250110_180712_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180712_foto_normalized.npy
"2025-01-10,18:07:21",[  176] ,[ 1038] *,[  601] ,[ 1242] *,[ 1333] *,[  791] ,[  526] ,[  339] ,[ 2003] **,[  102] ,20250110_180721_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180721_foto_normalized.npy
"2025-01-10,18:07:28",[  176] ,[ 1038] *,[  601] ,[ 1242] *,[ 1334] *,[  791] ,[  526] ,[  339] ,[ 2003] **,[  102] ,20250110_180728_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180728_foto_normalized.npy
"2025-01-10,18:07:36",[  176] ,[ 1039] *,[  601] ,[ 1241] *,[ 1334] *,[  791] ,[  526] ,[  339] ,[ 2003] **,[  102] ,20250110_180736_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180736_foto_normalized.npy
"2025-01-10,18:07:51",[  176] ,[ 1039] *,[  601] ,[ 1241] *,[ 1331] *,[  790] ,[  525] ,[  339] ,[ 1999] *,[  102] ,20250110_180751_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180751_foto_normalized.npy
"2025-01-10,18:08:02",[  176] ,[ 1039] *,[  601] ,[ 1241] *,[ 1333] *,[  790] ,[  525] ,[  338] ,[ 1999] *,[  102] ,20250110_180802_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180802_foto_normalized.npy
"2025-01-10,18:08:16",[  176] ,[ 1039] *,[  601] ,[ 1241] *,[ 1333] *,[  791] ,[  526] ,[  339] ,[ 1999] *,[  102] ,20250110_180816_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180817_foto_normalized.npy
"2025-01-10,18:08:30",[  176] ,[ 1039] *,[  601] ,[ 1241] *,[ 1333] *,[  790] ,[  525] ,[  339] ,[ 2000] **,[  102] ,20250110_180830_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180830_foto_normalized.npy
"2025-01-10,18:08:43",[  176] ,[ 1038] *,[  601] ,[ 1240] *,[ 1331] *,[  790] ,[  525] ,[  339] ,[ 2000] **,[  102] ,20250110_180843_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180843_foto_normalized.npy
"2025-01-10,18:08:59",[  176] ,[ 1038] *,[  601] ,[ 1240] *,[ 1331] *,[  789] ,[  524] ,[  339] ,[ 1998] *,[  102] ,20250110_180859_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180859_foto_normalized.npy
"2025-01-10,18:09:10",[  186] ,[ 1183] *,[  665] ,[ 1358] *,[ 1450] *,[  901] ,[  584] ,[  373] ,[ 1868] *,[   96] ,20250110_180910_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_180910_foto_normalized.npy
"2025-01-10,18:10:56",[  212] ,[ 1386] *,[  738] ,[ 1516] *,[ 1609] *,[ 1054] *,[  665] ,[  418] ,[ 1649] *,[   86] ,20250110_181056_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_181056_foto_normalized.npy
"2025-01-10,18:11:04",[  212] ,[ 1385] *,[  738] ,[ 1516] *,[ 1607] *,[ 1053] *,[  665] ,[  418] ,[ 1648] *,[   86] ,20250110_181104_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/gluten/numpy_files/20250110_181104_foto_normalized.npy
"2025-01-11,14:01:49",[  185] ,[ 1112] *,[  641] ,[ 1313] *,[ 1407] *,[  853] ,[  567] ,[  361] ,[ 2119] **,[  106] ,20250111_140149_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/jpc/numpy_files/20250111_140150_foto_normalized.npy
"2025-01-11,14:02:03",[  185] ,[ 1105] *,[  640] ,[ 1303] *,[ 1397] *,[  847] ,[  563] ,[  359] ,[ 2112] **,[  105] ,20250111_140203_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/jpc/numpy_files/20250111_140203_foto_normalized.npy
"2025-01-11,14:02:11",[  185] ,[ 1103] *,[  640] ,[ 1301] *,[ 1395] *,[  845] ,[  563] ,[  359] ,[ 2110] **,[  105] ,20250111_140211_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/jpc/numpy_files/20250111_140211_foto_normalized.npy
"2025-01-11,14:02:21",[  185] ,[ 1102] *,[  640] ,[ 1298] *,[ 1393] *,[  844] ,[  562] ,[  358] ,[ 2107] **,[  105] ,20250111_140221_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/jpc/numpy_files/20250111_140221_foto_normalized.npy
"2025-01-11,14:02:29",[  185] ,[ 1102] *,[  640] ,[ 1298] *,[ 1393] *,[  844] ,[  562] ,[  358] ,[ 2108] **,[  105] ,20250111_140229_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/jpc/numpy_files/20250111_140229_foto_normalized.npy
"2025-01-11,14:02:37",[  185] ,[ 1102] *,[  639] ,[ 1298] *,[ 1392] *,[  844] ,[  562] ,[  358] ,[ 2108] **,[  105] ,20250111_140237_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/jpc/numpy_files/20250111_140237_foto_normalized.npy
"2025-01-11,14:02:54",[  184] ,[ 1101] *,[  639] ,[ 1297] *,[ 1390] *,[  843] ,[  561] ,[  358] ,[ 2105] **,[  105] ,20250111_140254_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/jpc/numpy_files/20250111_140254_foto_normalized.npy
"2025-01-11,14:03:03",[  184] ,[ 1100] *,[  638] ,[ 1297] *,[ 1390] *,[  843] ,[  561] ,[  358] ,[ 2105] **,[  105] ,20250111_140303_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/jpc/numpy_files/20250111_140303_foto_normalized.npy
"2025-01-11,14:03:11",[  184] ,[ 1099] *,[  638] ,[ 1296] *,[ 1390] *,[  843] ,[  561] ,[  358] ,[ 2105] **,[  105] ,20250111_140311_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/jpc/numpy_files/20250111_140311_foto_normalized.npy
"2025-01-11,14:03:18",[  184] ,[ 1099] *,[  638] ,[ 1296] *,[ 1389] *,[  842] ,[  560] ,[  358] ,[ 2104] **,[  105] ,20250111_140318_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/jpc/numpy_files/20250111_140318_foto_normalized.npy
"2025-01-11,14:03:27",[  184] ,[ 1099] *,[  638] ,[ 1294] *,[ 1389] *,[  842] ,[  560] ,[  358] ,[ 2103] **,[  105] ,20250111_140327_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/jpc/numpy_files/20250111_140327_foto_normalized.npy
"2025-01-11,14:03:35",[  184] ,[ 1098] *,[  638] ,[ 1295] *,[ 1388] *,[  841] ,[  560] ,[  357] ,[ 2100] **,[  105] ,20250111_140335_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/jpc/numpy_files/20250111_140335_foto_normalized.npy
"2025-01-11,14:03:44",[  183] ,[ 1098] *,[  637] ,[ 1294] *,[ 1387] *,[  840] ,[  559] ,[  357] ,[ 2098] **,[  104] ,20250111_140344_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/jpc/numpy_files/20250111_140344_foto_normalized.npy
"2025-01-11,14:03:53",[  184] ,[ 1098] *,[  637] ,[ 1293] *,[ 1386] *,[  840] ,[  559] ,[  357] ,[ 2098] **,[  105] ,20250111_140353_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/jpc/numpy_files/20250111_140353_foto_normalized.npy
"2025-01-11,14:04:00",[  183] ,[ 1097] *,[  637] ,[ 1294] *,[ 1387] *,[  840] ,[  559] ,[  357] ,[ 2098] **,[  104] ,20250111_140400_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/jpc/numpy_files/20250111_140400_foto_normalized.npy
"2025-01-11,14:04:08",[  184] ,[ 1097] *,[  637] ,[ 1294] *,[ 1388] *,[  841] ,[  560] ,[  357] ,[ 2100] **,[  105] ,20250111_140408_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/jpc/numpy_files/20250111_140408_foto_normalized.npy
"2025-01-11,14:04:15",[  183] ,[ 1097] *,[  637] ,[ 1292] *,[ 1387] *,[  840] ,[  559] ,[  357] ,[ 2098] **,[  105] ,20250111_140415_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/jpc/numpy_files/20250111_140415_foto_normalized.npy
"2025-01-11,14:04:23",[  183] ,[ 1096] *,[  637] ,[ 1293] *,[ 1386] *,[  840] ,[  559] ,[  357] ,[ 2099] **,[  105] ,20250111_140423_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/jpc/numpy_files/20250111_140423_foto_normalized.npy
"2025-01-11,14:04:32",[  183] ,[ 1096] *,[  636] ,[ 1292] *,[ 1385] *,[  839] ,[  559] ,[  357] ,[ 2097] **,[  104] ,20250111_140432_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/jpc/numpy_files/20250111_140432_foto_normalized.npy
"2025-01-11,14:04:40",[  183] ,[ 1097] *,[  636] ,[ 1293] *,[ 1386] *,[  840] ,[  559] ,[  357] ,[ 2100] **,[  105] ,20250111_140440_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/jpc/numpy_files/20250111_140440_foto_normalized.npy
"2025-01-11,14:04:48",[  183] ,[ 1096] *,[  636] ,[ 1291] *,[ 1385] *,[  839] ,[  559] ,[  356] ,[ 2099] **,[  105] ,20250111_140448_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/jpc/numpy_files/20250111_140448_foto_normalized.npy
"2025-01-11,14:05:04",[  183] ,[ 1095] *,[  636] ,[ 1292] *,[ 1384] *,[  839] ,[  558] ,[  357] ,[ 2098] **,[  105] ,20250111_140504_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/jpc/numpy_files/20250111_140504_foto_normalized.npy
"2025-01-11,14:05:17",[  183] ,[ 1096] *,[  636] ,[ 1292] *,[ 1385] *,[  839] ,[  559] ,[  357] ,[ 2099] **,[  105] ,20250111_140517_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/jpc/numpy_files/20250111_140517_foto_normalized.npy
"2025-01-11,14:05:25",[  183] ,[ 1095] *,[  635] ,[ 1291] *,[ 1385] *,[  839] ,[  559] ,[  357] ,[ 2099] **,[  104] ,20250111_140525_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/jpc/numpy_files/20250111_140525_foto_normalized.npy
"2025-01-11,14:05:32",[  183] ,[ 1095] *,[  635] ,[ 1291] *,[ 1384] *,[  839] ,[  558] ,[  356] ,[ 2097] **,[  104] ,20250111_140532_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training/camera/data/files_mnsb_data/jpc/numpy_files/20250111_140532_foto_normalized.npy
