date,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,clear,nir,photo_id,grain_type,numpy_file,r_mean,g_mean,b_mean
"2025-01-11,14:13:51",[  185] ,[ 1122] *,[  648] ,[ 1312] *,[ 1407] *,[  860] ,[  570] ,[  362] ,[ 2086] **,[  104] ,20250111_141351_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_141351_foto_normalized.npy,0.10154,0.10911,0.11305
"2025-01-11,14:14:02",[  185] ,[ 1121] *,[  648] ,[ 1313] *,[ 1407] *,[  859] ,[  570] ,[  363] ,[ 2091] **,[  104] ,20250111_141402_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_141402_foto_normalized.npy,0.10075,0.10862,0.1128
"2025-01-11,14:14:19",[  182] ,[ 1076] *,[  626] ,[ 1276] *,[ 1369] *,[  824] ,[  551] ,[  352] ,[ 2124] **,[  105] ,20250111_141419_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_141419_foto_normalized.npy,0.10236,0.10714,0.11083
"2025-01-11,14:14:30",[  183] ,[ 1077] *,[  627] ,[ 1277] *,[ 1370] *,[  825] ,[  551] ,[  352] ,[ 2125] **,[  106] ,20250111_141430_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_141430_foto_normalized.npy,0.10122,0.10685,0.11109
"2025-01-11,14:14:43",[  183] ,[ 1079] *,[  627] ,[ 1278] *,[ 1371] *,[  826] ,[  551] ,[  352] ,[ 2126] **,[  106] ,20250111_141443_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_141443_foto_normalized.npy,0.10258,0.10893,0.11163
"2025-01-11,14:14:54",[  183] ,[ 1078] *,[  627] ,[ 1277] *,[ 1371] *,[  825] ,[  551] ,[  352] ,[ 2125] **,[  106] ,20250111_141454_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_141454_foto_normalized.npy,0.10154,0.10842,0.11232
"2025-01-11,14:15:15",[  183] ,[ 1076] *,[  626] ,[ 1275] *,[ 1371] *,[  825] ,[  551] ,[  352] ,[ 2122] **,[  105] ,20250111_141515_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_141515_foto_normalized.npy,0.10157,0.10889,0.11285
"2025-01-11,14:15:25",[  183] ,[ 1077] *,[  627] ,[ 1276] *,[ 1369] *,[  824] ,[  551] ,[  351] ,[ 2122] **,[  105] ,20250111_141525_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_141525_foto_normalized.npy,0.10051,0.10821,0.11206
"2025-01-11,14:15:37",[  183] ,[ 1078] *,[  627] ,[ 1275] *,[ 1370] *,[  825] ,[  551] ,[  352] ,[ 2124] **,[  106] ,20250111_141537_foto.jpg,jpc,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/jpc/numpy_files/20250111_141537_foto_normalized.npy,0.10203,0.10881,0.11211
"2025-01-10,17:57:21",[  196] ,[ 1272] *,[  696] ,[ 1438] *,[ 1533] *,[  971] ,[  622] ,[  393] ,[ 1816] *,[   94] ,20250110_175721_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_175722_foto_normalized.npy,0.04515,0.08546,0.11245
"2025-01-10,17:57:42",[  195] ,[ 1265] *,[  694] ,[ 1428] *,[ 1523] *,[  965] ,[  618] ,[  391] ,[ 1807] *,[   93] ,20250110_175742_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_175742_foto_normalized.npy,0.04737,0.09395,0.11513
"2025-01-10,17:57:49",[  195] ,[ 1264] *,[  694] ,[ 1426] *,[ 1521] *,[  965] ,[  618] ,[  391] ,[ 1807] *,[   93] ,20250110_175749_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_175749_foto_normalized.npy,0.04964,0.09708,0.11408
"2025-01-10,17:57:56",[  195] ,[ 1265] *,[  695] ,[ 1426] *,[ 1521] *,[  964] ,[  617] ,[  391] ,[ 1806] *,[   93] ,20250110_175756_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_175756_foto_normalized.npy,0.04948,0.09215,0.11396
"2025-01-10,17:58:04",[  195] ,[ 1265] *,[  695] ,[ 1426] *,[ 1520] *,[  964] ,[  617] ,[  391] ,[ 1805] *,[   93] ,20250110_175804_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_175804_foto_normalized.npy,0.05364,0.09392,0.11251
"2025-01-10,17:58:11",[  195] ,[ 1264] *,[  695] ,[ 1425] *,[ 1519] *,[  963] ,[  617] ,[  391] ,[ 1805] *,[   93] ,20250110_175811_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_175811_foto_normalized.npy,0.05216,0.09641,0.11305
"2025-01-10,17:58:19",[  194] ,[ 1262] *,[  694] ,[ 1424] *,[ 1518] *,[  962] ,[  617] ,[  391] ,[ 1802] *,[   93] ,20250110_175819_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_175819_foto_normalized.npy,0.05022,0.08995,0.11362
"2025-01-10,17:58:27",[  194] ,[ 1263] *,[  694] ,[ 1425] *,[ 1519] *,[  963] ,[  617] ,[  391] ,[ 1805] *,[   93] ,20250110_175827_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_175827_foto_normalized.npy,0.04925,0.09454,0.11377
"2025-01-10,17:58:34",[  194] ,[ 1262] *,[  694] ,[ 1423] *,[ 1518] *,[  963] ,[  617] ,[  391] ,[ 1804] *,[   93] ,20250110_175834_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_175834_foto_normalized.npy,0.05015,0.10689,0.11433
"2025-01-10,17:58:41",[  194] ,[ 1261] *,[  694] ,[ 1423] *,[ 1518] *,[  962] ,[  617] ,[  391] ,[ 1803] *,[   93] ,20250110_175841_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_175841_foto_normalized.npy,0.05006,0.08939,0.11561
"2025-01-10,17:58:48",[  194] ,[ 1261] *,[  694] ,[ 1423] *,[ 1517] *,[  962] ,[  616] ,[  390] ,[ 1801] *,[   93] ,20250110_175848_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_175848_foto_normalized.npy,0.049,0.08951,0.11435
"2025-01-10,17:58:56",[  194] ,[ 1262] *,[  693] ,[ 1422] *,[ 1518] *,[  962] ,[  617] ,[  391] ,[ 1801] *,[   93] ,20250110_175856_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_175856_foto_normalized.npy,0.05013,0.0928,0.10931
"2025-01-10,17:59:04",[  194] ,[ 1261] *,[  693] ,[ 1423] *,[ 1516] *,[  962] ,[  616] ,[  390] ,[ 1801] *,[   93] ,20250110_175904_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_175904_foto_normalized.npy,0.05199,0.10933,0.11185
"2025-01-10,17:59:13",[  194] ,[ 1261] *,[  693] ,[ 1422] *,[ 1516] *,[  961] ,[  616] ,[  390] ,[ 1800] *,[   93] ,20250110_175913_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_175913_foto_normalized.npy,0.05338,0.09872,0.11294
"2025-01-10,17:59:20",[  194] ,[ 1261] *,[  693] ,[ 1422] *,[ 1517] *,[  961] ,[  616] ,[  390] ,[ 1800] *,[   93] ,20250110_175920_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_175920_foto_normalized.npy,0.05157,0.0917,0.11407
"2025-01-10,17:59:27",[  194] ,[ 1261] *,[  693] ,[ 1422] *,[ 1516] *,[  961] ,[  616] ,[  391] ,[ 1800] *,[   93] ,20250110_175927_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_175927_foto_normalized.npy,0.05225,0.09714,0.1137
"2025-01-10,17:59:35",[  194] ,[ 1260] *,[  693] ,[ 1422] *,[ 1516] *,[  962] ,[  616] ,[  390] ,[ 1800] *,[   93] ,20250110_175935_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_175935_foto_normalized.npy,0.05061,0.1044,0.11377
"2025-01-10,17:59:42",[  194] ,[ 1261] *,[  693] ,[ 1422] *,[ 1516] *,[  962] ,[  616] ,[  391] ,[ 1799] *,[   93] ,20250110_175942_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_175942_foto_normalized.npy,0.05141,0.09507,0.11422
"2025-01-10,17:59:49",[  194] ,[ 1260] *,[  693] ,[ 1422] *,[ 1516] *,[  961] ,[  616] ,[  390] ,[ 1798] *,[   93] ,20250110_175949_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_175949_foto_normalized.npy,0.04959,0.09698,0.11467
"2025-01-10,17:59:56",[  194] ,[ 1260] *,[  692] ,[ 1421] *,[ 1515] *,[  961] ,[  616] ,[  390] ,[ 1799] *,[   93] ,20250110_175956_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_175956_foto_normalized.npy,0.05108,0.0917,0.11437
"2025-01-10,18:00:04",[  194] ,[ 1261] *,[  692] ,[ 1421] *,[ 1514] *,[  960] ,[  616] ,[  390] ,[ 1797] *,[   93] ,20250110_180004_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180004_foto_normalized.npy,0.05216,0.09673,0.11359
"2025-01-10,18:00:11",[  194] ,[ 1259] *,[  693] ,[ 1421] *,[ 1514] *,[  961] ,[  616] ,[  390] ,[ 1797] *,[   93] ,20250110_180011_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180011_foto_normalized.npy,0.0515,0.0992,0.11148
"2025-01-10,18:00:18",[  194] ,[ 1260] *,[  692] ,[ 1422] *,[ 1515] *,[  961] ,[  616] ,[  390] ,[ 1798] *,[   93] ,20250110_180018_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180018_foto_normalized.npy,0.05225,0.10028,0.11317
"2025-01-10,18:00:25",[  194] ,[ 1259] *,[  692] ,[ 1421] *,[ 1514] *,[  960] ,[  616] ,[  390] ,[ 1797] *,[   93] ,20250110_180025_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180025_foto_normalized.npy,0.05203,0.09203,0.1128
"2025-01-10,18:00:33",[  194] ,[ 1259] *,[  692] ,[ 1421] *,[ 1514] *,[  960] ,[  616] ,[  390] ,[ 1798] *,[   93] ,20250110_180033_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180033_foto_normalized.npy,0.05122,0.09715,0.11276
"2025-01-10,18:00:40",[  194] ,[ 1260] *,[  692] ,[ 1421] *,[ 1514] *,[  961] ,[  616] ,[  390] ,[ 1798] *,[   93] ,20250110_180040_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180040_foto_normalized.npy,0.0503,0.10393,0.1135
"2025-01-10,18:00:48",[  193] ,[ 1260] *,[  692] ,[ 1421] *,[ 1515] *,[  961] ,[  616] ,[  390] ,[ 1797] *,[   93] ,20250110_180048_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180048_foto_normalized.npy,0.04999,0.09179,0.11429
"2025-01-10,18:00:56",[  193] ,[ 1259] *,[  692] ,[ 1421] *,[ 1514] *,[  961] ,[  616] ,[  390] ,[ 1797] *,[   93] ,20250110_180056_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180056_foto_normalized.npy,0.04924,0.09096,0.11169
"2025-01-10,18:01:03",[  193] ,[ 1258] *,[  692] ,[ 1419] *,[ 1513] *,[  960] ,[  615] ,[  390] ,[ 1795] *,[   93] ,20250110_180103_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180103_foto_normalized.npy,0.0511,0.09866,0.10971
"2025-01-10,18:01:11",[  193] ,[ 1259] *,[  692] ,[ 1421] *,[ 1514] *,[  960] ,[  615] ,[  390] ,[ 1796] *,[   93] ,20250110_180111_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180111_foto_normalized.npy,0.05214,0.10738,0.11149
"2025-01-10,18:01:18",[  193] ,[ 1259] *,[  692] ,[ 1420] *,[ 1513] *,[  959] ,[  615] ,[  390] ,[ 1794] *,[   93] ,20250110_180118_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180118_foto_normalized.npy,0.05228,0.10868,0.11225
"2025-01-10,18:01:26",[  193] ,[ 1259] *,[  692] ,[ 1420] *,[ 1513] *,[  960] ,[  615] ,[  390] ,[ 1795] *,[   93] ,20250110_180126_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180126_foto_normalized.npy,0.05131,0.09308,0.11462
"2025-01-10,18:01:33",[  193] ,[ 1258] *,[  692] ,[ 1419] *,[ 1513] *,[  960] ,[  615] ,[  390] ,[ 1795] *,[   93] ,20250110_180133_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180133_foto_normalized.npy,0.05215,0.09965,0.11445
"2025-01-10,18:01:40",[  193] ,[ 1259] *,[  692] ,[ 1419] *,[ 1512] *,[  960] ,[  615] ,[  390] ,[ 1795] *,[   93] ,20250110_180140_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180140_foto_normalized.npy,0.05223,0.10534,0.11486
"2025-01-10,18:01:48",[  194] ,[ 1259] *,[  692] ,[ 1420] *,[ 1514] *,[  960] ,[  616] ,[  390] ,[ 1796] *,[   93] ,20250110_180148_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180148_foto_normalized.npy,0.05173,0.0977,0.1142
"2025-01-10,18:01:55",[  193] ,[ 1257] *,[  691] ,[ 1419] *,[ 1512] *,[  959] ,[  615] ,[  390] ,[ 1794] *,[   93] ,20250110_180155_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180155_foto_normalized.npy,0.0522,0.09441,0.11405
"2025-01-10,18:02:03",[  193] ,[ 1258] *,[  692] ,[ 1419] *,[ 1512] *,[  959] ,[  615] ,[  390] ,[ 1794] *,[   93] ,20250110_180203_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180203_foto_normalized.npy,0.05,0.08995,0.11318
"2025-01-10,18:02:10",[  193] ,[ 1257] *,[  692] ,[ 1419] *,[ 1512] *,[  959] ,[  615] ,[  390] ,[ 1794] *,[   93] ,20250110_180210_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180210_foto_normalized.npy,0.05304,0.09994,0.11289
"2025-01-10,18:02:18",[  193] ,[ 1259] *,[  692] ,[ 1420] *,[ 1513] *,[  960] ,[  615] ,[  390] ,[ 1794] *,[   93] ,20250110_180218_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180218_foto_normalized.npy,0.05174,0.09325,0.11219
"2025-01-10,18:02:25",[  193] ,[ 1258] *,[  692] ,[ 1419] *,[ 1512] *,[  959] ,[  614] ,[  390] ,[ 1793] *,[   92] ,20250110_180225_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180225_foto_normalized.npy,0.05335,0.09968,0.11243
"2025-01-10,18:02:33",[  193] ,[ 1259] *,[  691] ,[ 1418] *,[ 1512] *,[  959] ,[  615] ,[  390] ,[ 1793] *,[   93] ,20250110_180233_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180233_foto_normalized.npy,0.05195,0.09995,0.11297
"2025-01-10,18:02:41",[  193] ,[ 1258] *,[  692] ,[ 1420] *,[ 1513] *,[  960] ,[  615] ,[  390] ,[ 1795] *,[   93] ,20250110_180241_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180241_foto_normalized.npy,0.051,0.09578,0.11346
"2025-01-10,18:02:48",[  193] ,[ 1259] *,[  692] ,[ 1420] *,[ 1514] *,[  960] ,[  616] ,[  390] ,[ 1795] *,[   93] ,20250110_180248_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180248_foto_normalized.npy,0.05175,0.10689,0.11392
"2025-01-10,18:02:57",[  193] ,[ 1258] *,[  692] ,[ 1419] *,[ 1512] *,[  960] ,[  615] ,[  390] ,[ 1793] *,[   93] ,20250110_180257_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180257_foto_normalized.npy,0.04931,0.0882,0.11378
"2025-01-10,18:03:04",[  193] ,[ 1259] *,[  691] ,[ 1419] *,[ 1512] *,[  960] ,[  615] ,[  390] ,[ 1793] *,[   93] ,20250110_180304_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180304_foto_normalized.npy,0.05132,0.10247,0.11181
"2025-01-10,18:03:25",[  193] ,[ 1259] *,[  692] ,[ 1420] *,[ 1513] *,[  960] ,[  615] ,[  390] ,[ 1794] *,[   93] ,20250110_180325_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180325_foto_normalized.npy,0.0544,0.09956,0.11573
"2025-01-10,18:03:38",[  193] ,[ 1259] *,[  691] ,[ 1420] *,[ 1513] *,[  960] ,[  616] ,[  390] ,[ 1794] *,[   93] ,20250110_180338_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180338_foto_normalized.npy,0.05368,0.09618,0.1151
"2025-01-10,18:03:50",[  193] ,[ 1258] *,[  692] ,[ 1419] *,[ 1513] *,[  960] ,[  615] ,[  390] ,[ 1794] *,[   93] ,20250110_180350_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180350_foto_normalized.npy,0.05118,0.09665,0.11646
"2025-01-10,18:04:05",[  194] ,[ 1261] *,[  693] ,[ 1422] *,[ 1515] *,[  961] ,[  616] ,[  390] ,[ 1796] *,[   93] ,20250110_180405_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180405_foto_normalized.npy,0.05003,0.08999,0.11372
"2025-01-10,18:04:18",[  187] ,[ 1202] *,[  671] ,[ 1375] *,[ 1468] *,[  916] ,[  592] ,[  377] ,[ 1853] *,[   96] ,20250110_180418_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180418_foto_normalized.npy,0.05067,0.10989,0.11293
"2025-01-10,18:04:28",[  175] ,[ 1038] *,[  599] ,[ 1242] *,[ 1333] *,[  791] ,[  525] ,[  339] ,[ 2000] **,[  102] ,20250110_180428_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180428_foto_normalized.npy,0.05035,0.08819,0.11035
"2025-01-10,18:04:45",[  176] ,[ 1039] *,[  600] ,[ 1242] *,[ 1333] *,[  791] ,[  525] ,[  339] ,[ 2001] **,[  102] ,20250110_180445_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180445_foto_normalized.npy,0.04866,0.09107,0.10987
"2025-01-10,18:04:59",[  175] ,[ 1038] *,[  600] ,[ 1241] *,[ 1332] *,[  790] ,[  525] ,[  339] ,[ 1999] *,[  102] ,20250110_180459_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180459_foto_normalized.npy,0.05074,0.09403,0.10377
"2025-01-10,18:05:14",[  175] ,[ 1037] *,[  599] ,[ 1240] *,[ 1332] *,[  790] ,[  525] ,[  339] ,[ 2000] **,[  102] ,20250110_180514_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180514_foto_normalized.npy,0.05014,0.10024,0.10247
"2025-01-10,18:05:26",[  176] ,[ 1039] *,[  600] ,[ 1241] *,[ 1333] *,[  791] ,[  525] ,[  339] ,[ 2002] **,[  102] ,20250110_180526_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180526_foto_normalized.npy,0.0497,0.09364,0.10967
"2025-01-10,18:05:39",[  178] ,[ 1095] *,[  627] ,[ 1288] *,[ 1381] *,[  835] ,[  549] ,[  352] ,[ 1953] *,[  100] ,20250110_180539_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180539_foto_normalized.npy,0.04853,0.09391,0.11288
"2025-01-10,18:05:51",[  178] ,[ 1093] *,[  626] ,[ 1287] *,[ 1378] *,[  833] ,[  548] ,[  352] ,[ 1955] *,[  100] ,20250110_180551_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180551_foto_normalized.npy,0.05068,0.09325,0.11018
"2025-01-10,18:06:04",[  187] ,[ 1200] *,[  671] ,[ 1372] *,[ 1465] *,[  915] ,[  592] ,[  377] ,[ 1853] *,[   95] ,20250110_180604_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180604_foto_normalized.npy,0.0512,0.0997,0.11157
"2025-01-10,18:06:17",[  185] ,[ 1180] *,[  663] ,[ 1356] *,[ 1449] *,[  899] ,[  583] ,[  372] ,[ 1873] *,[   96] ,20250110_180617_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180617_foto_normalized.npy,0.04886,0.09937,0.11397
"2025-01-10,18:06:31",[  176] ,[ 1039] *,[  600] ,[ 1241] *,[ 1333] *,[  789] ,[  525] ,[  339] ,[ 1999] *,[  102] ,20250110_180631_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180631_foto_normalized.npy,0.05074,0.08648,0.10533
"2025-01-10,18:06:45",[  176] ,[ 1038] *,[  600] ,[ 1241] *,[ 1332] *,[  790] ,[  525] ,[  339] ,[ 2000] **,[  102] ,20250110_180645_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180645_foto_normalized.npy,0.04845,0.09021,0.10958
"2025-01-10,18:06:58",[  176] ,[ 1039] *,[  601] ,[ 1242] *,[ 1334] *,[  791] ,[  525] ,[  339] ,[ 2002] **,[  102] ,20250110_180658_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180658_foto_normalized.npy,0.04886,0.08853,0.10911
"2025-01-10,18:07:12",[  176] ,[ 1039] *,[  601] ,[ 1243] *,[ 1335] *,[  793] ,[  526] ,[  339] ,[ 2005] **,[  102] ,20250110_180712_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180712_foto_normalized.npy,0.04899,0.09414,0.10921
"2025-01-10,18:07:21",[  176] ,[ 1038] *,[  601] ,[ 1242] *,[ 1333] *,[  791] ,[  526] ,[  339] ,[ 2003] **,[  102] ,20250110_180721_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180721_foto_normalized.npy,0.04897,0.10197,0.10961
"2025-01-10,18:07:28",[  176] ,[ 1038] *,[  601] ,[ 1242] *,[ 1334] *,[  791] ,[  526] ,[  339] ,[ 2003] **,[  102] ,20250110_180728_foto.jpg,gluten,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/gluten/numpy_files/20250110_180728_foto_normalized.npy,0.04553,0.08563,0.11083
